date,ticker,close,return_1d_z,return_1d_log_z,return_3d_z,return_3d_log_z,return_5d_z,return_5d_log_z,sma_5_dev,sma_5_dev_z,sma_10_dev,sma_10_dev_z,rsi_14,rsi_14_z,macd_norm,macd_norm_z,direction,proba,signal,close_next,return_1d,position,strategy_return,equity_curve,buy_hold_curve
2023-03-24,AAPL,294.04,0.8389355943973803,0.8402045885377919,1.1863598193275051,1.184574781624175,1.2649225822296148,1.260131203075485,0.0056775429235926,1.4583645119840078,0.0031181130298915,0.7497797660432898,48.89364739471805,0.6083698708359092,-0.004319144429944,-1.4300425607757723,1,0.5806792614019787,1,295.59,0.005271391647394757,0.0,0.0,1.0,1.0052713916473948
2023-03-27,AAPL,295.59,1.2416653706680416,1.241343927498089,1.8138464948438149,1.8054220830599883,2.115803559624021,2.0981980018312565,0.0076771505907858,1.8278306060269984,0.0082717923353741,1.5338887902790406,44.88067744418768,0.400416060122796,-0.003435314660772,-1.0167996282465193,0,0.3596447917945518,-1,294.47,-0.003789032105280787,1.0,-0.003789032105280787,0.9962109678947192,1.0014623860699225
2023-03-28,AAPL,294.47,-0.8079136587473453,-0.8078920239600912,0.7750603225134635,0.7761845902976017,1.1675261545607667,1.1642194539096662,0.0021303821075131,0.5877256336841312,0.004667317179685,0.9481355637514102,47.28304947283064,0.486523331010774,-0.0030077003776686,-0.8079759703373991,1,0.5931866119334248,1,295.64,0.003973240058409886,-1.0,-0.003973240058409886,0.9922527825704526,1.0054414365392463
2023-03-29,AAPL,295.64,0.942852943140655,0.9437352511210996,0.8413102271206254,0.8419636039829467,1.525961740256751,1.5179469465765874,0.0036733003347388,0.9045268433259388,0.0081122276743243,1.4443035439066327,51.45631067961161,0.6596741567376021,-0.0023210827165663,-0.4973354106702862,0,0.4434946117507545,-1,294.12,-0.005141388174807137,1.0,-0.005141388174807137,0.9871512258477254,1.0002720718269624
2023-03-30,AAPL,294.12,-1.1123816962766806,-1.1138889226683757,-0.6023328588390863,-0.599983701912105,0.5416120134189606,0.5438373502723576,-0.0022118790115751,-0.3910758109750747,0.0027034674612292,0.5945633273830608,42.632331902718086,0.2012994114257901,-0.0021687862525924,-0.4151717030036211,1,0.4843100716139594,0,294.38,0.0008839929280565446,-1.0,-0.0008839929280565446,0.9862785911451537,1.00115630526459
2023-03-31,AAPL,294.38,0.2635147756924605,0.2657363681220793,0.0520452354073027,0.0555318554385443,0.2558734555490711,0.2595267821088879,-0.001560168226835,-0.235188969521078,0.0026225264807056,0.5809206246386156,46.90799396681748,0.3889162067571471,-0.0019542701417324,-0.3067433891933603,1,0.462957164821608,0,296.87,0.008458455058088217,0.0,0.0,0.9862785911451537,1.009624540878792
2023-04-03,AAPL,296.87,1.895370401070108,1.8910314387826055,0.6683067234959587,0.6700362566823049,0.6068091501389552,0.6085553189593318,0.0060116030037682,1.395889026767596,0.009017154005377,1.5223348338981668,55.6549520766773,0.819466458169943,-0.0010893561971525,0.0761541411447488,1,0.478578523069871,0,299.99,0.010509650688853723,0.0,0.0,0.9862785911451537,1.0202353421303225
2023-04-04,AAPL,299.99,2.2376397016577125,2.2305214621520477,2.6564845106565302,2.635034426407929,2.117388630156084,2.099039435079421,0.012795408507765,2.666581562934049,0.0168394221447892,2.537905907950278,66.76072234762992,1.3879459649742412,0.000443193430132,0.7398826134766034,0,0.3348548445143912,-1,299.38,-0.002033401113370491,0.0,-0.0,0.9862785911451537,1.0181607944497348
2023-04-05,AAPL,299.38,-0.457299689435061,-0.4559575591510583,2.136371700153955,2.1237417645113346,1.4059186926379463,1.3995942706066218,0.0081899861255169,1.6477787425858463,0.0122636118653063,1.7901303312142178,66.68545659526512,1.36358904938291,0.0014715008438489,1.1676647067790071,0,0.3334043915643389,-1,299.24,-0.0004676331084240309,-1.0,0.0004676331084240309,0.9867398076685031,1.017684668752551
2023-04-06,AAPL,299.24,-0.1157073308805849,-0.1135760057294127,0.9746499737729188,0.9752697341549718,1.824456393921141,1.811209053584442,0.0042554333964266,0.8329046294758568,0.0096770275194687,1.3771162808248218,74.07639323732019,1.7551616863649206,0.0022209436065965,1.4529246096232684,1,0.4980112314765683,0,300.92,0.005614222697500356,-1.0,-0.005614222697500356,0.9812000306437635,1.0233981771187597
