date,ticker,close,return_1d_z,return_1d_log_z,return_3d_z,return_3d_log_z,return_5d_z,return_5d_log_z,sma_5_dev,sma_5_dev_z,sma_10_dev,sma_10_dev_z,rsi_14,rsi_14_z,macd_norm,macd_norm_z,direction,proba,signal
2023-03-24,AAPL,294.04,0.8389355943973803,0.8402045885377919,1.1863598193275053,1.184574781624175,1.2649225822296148,1.260131203075485,0.005677542923592671,1.4583645119840078,0.0031181130298915385,0.7497797660432898,48.89364739471805,0.6083698708359092,-0.004319144429944021,-1.4300425607757723,1,0.5806792614019787,1
2023-03-27,AAPL,295.59,1.2416653706680416,1.241343927498089,1.8138464948438147,1.8054220830599885,2.1158035596240206,2.0981980018312565,0.007677150590785894,1.8278306060269984,0.008271792335374121,1.5338887902790406,44.880677444187675,0.40041606012279607,-0.0034353146607720097,-1.0167996282465193,0,0.35964479179455183,-1
2023-03-28,AAPL,294.47,-0.8079136587473453,-0.8078920239600912,0.7750603225134635,0.7761845902976017,1.1675261545607667,1.1642194539096662,0.002130382107513137,0.5877256336841312,0.004667317179685065,0.9481355637514102,47.28304947283064,0.486523331010774,-0.003007700377668609,-0.8079759703373991,1,0.5931866119334248,1
2023-03-29,AAPL,295.64,0.942852943140655,0.9437352511210995,0.8413102271206254,0.8419636039829467,1.5259617402567507,1.5179469465765874,0.0036733003347388074,0.9045268433259389,0.008112227674324303,1.4443035439066327,51.45631067961161,0.6596741567376021,-0.0023210827165663557,-0.49733541067028625,0,0.4434946117507545,-1
2023-03-30,AAPL,294.12,-1.1123816962766806,-1.1138889226683757,-0.6023328588390863,-0.599983701912105,0.5416120134189606,0.5438373502723576,-0.0022118790115751956,-0.3910758109750747,0.0027034674612292984,0.5945633273830608,42.632331902718086,0.2012994114257901,-0.002168786252592464,-0.41517170300362116,1,0.48431007161395945,0
2023-03-31,AAPL,294.38,0.2635147756924605,0.26573636812207935,0.05204523540730276,0.05553185543854435,0.2558734555490711,0.2595267821088879,-0.0015601682268350167,-0.23518896952107807,0.002622526480705636,0.5809206246386156,46.90799396681748,0.3889162067571471,-0.001954270141732455,-0.3067433891933603,1,0.46295716482160804,0
2023-04-03,AAPL,296.87,1.895370401070108,1.8910314387826057,0.6683067234959587,0.6700362566823049,0.6068091501389552,0.6085553189593318,0.006011603003768269,1.395889026767596,0.009017154005377052,1.5223348338981668,55.654952076677304,0.819466458169943,-0.0010893561971525567,0.0761541411447488,1,0.47857852306987103,0
2023-04-04,AAPL,299.99,2.2376397016577125,2.2305214621520473,2.6564845106565302,2.6350344264079295,2.117388630156084,2.099039435079421,0.012795408507765093,2.666581562934049,0.016839422144789264,2.537905907950278,66.76072234762992,1.3879459649742412,0.0004431934301320805,0.7398826134766034,0,0.3348548445143912,-1
2023-04-05,AAPL,299.38,-0.45729968943506105,-0.45595755915105834,2.136371700153955,2.1237417645113346,1.4059186926379463,1.3995942706066218,0.008189986125516982,1.6477787425858463,0.01226361186530636,1.7901303312142178,66.68545659526512,1.36358904938291,0.0014715008438489065,1.1676647067790071,0,0.3334043915643389,-1
2023-04-06,AAPL,299.24,-0.11570733088058495,-0.1135760057294127,0.9746499737729188,0.9752697341549718,1.8244563939211407,1.811209053584442,0.004255433396426608,0.8329046294758568,0.00967702751946876,1.3771162808248218,74.07639323732019,1.7551616863649206,0.002220943606596505,1.4529246096232684,1,0.49801123147656834,0
2023-04-07,AAPL,300.92,1.1592855595134905,1.1594923955488394,0.3474913157543326,0.3510328468183801,2.1856906603240986,2.1652191322067313,0.005479818230419628,1.0455444443133999,0.012994007944523038,1.7537851698595055,79.94082840236712,2.0602698658452145,0.0032327115930521986,1.809430142572609,0,0.37757847645342574,-1
2023-04-10,AAPL,300.82,-0.12222205538111806,-0.1200712167831221,0.5434095654126493,0.5462083669625906,1.2526095402096726,1.2483594184896334,0.002499416802745836,0.43420919942557634,0.010877637499454014,1.4136747490432688,77.99495586380849,1.9296908120920782,0.003959314952231336,2.0067131826485296,0,0.3641750775129887,-1
2023-04-11,AAPL,298.92,-1.4088918045348393,-1.4124567255229457,-0.21984146206013563,-0.21620512290453708,-0.4402670311274949,-0.43588233935134635,-0.0031214983191933305,-0.7157066598028705,0.0029930073684351667,0.33954088615284456,69.42711287578013,1.4138675294303684,0.003973028128175222,1.9139944126752513,1,0.5872707835318906,1
2023-04-12,AAPL,299.17,0.11563216208044226,0.11797123619602762,-0.861317438570333,-0.860626718840625,-0.17592286996540699,-0.17107472910759006,-0.002147998425690613,-0.5494866418857045,0.0026442702450892894,0.26556722791862264,68.1065088757398,1.3503048693743214,0.0040050944137231155,1.8343887118255,0,0.3634436552967742,-1
2023-04-13,AAPL,298.56,-0.5042841932058275,-0.5029922731092195,-1.1035361768983345,-1.1048272712680958,-0.3697703713687449,-0.36534032160094176,-0.0037306709201209132,-0.9000526595455641,-0.0008868066594160006,-0.2585815102215295,63.680387409201025,1.009067488193521,0.003821030548562449,1.6891889729815606,0,0.4043846407660694,-1
2023-04-14,AAPL,297.32,-0.9376547826201803,-0.9381679911492629,-0.7929763846638371,-0.7920825494428184,-1.361880456094437,-1.3646289203726787,-0.0054790304992673785,-1.2242905866893852,-0.006014328745415631,-0.9737006797457135,55.33621221468238,0.41060853334521347,0.003301348004728021,1.4418540838582725,0,0.5013049008207657,0
2023-04-17,AAPL,296.25,-0.8032936479818009,-0.8031890385599483,-1.3244870636787953,-1.3284899852157728,-1.639939606490059,-1.6465886918970287,-0.006019245480533018,-1.2899620875978297,-0.009386170529363833,-1.4125255014633806,55.507425742574185,0.4034229353880077,0.0025699788693053995,1.1378440809317347,0,0.4901928995652562,0
2023-04-18,AAPL,295.57,-0.5478282694817471,-0.5468251126081763,-1.3148896336590563,-1.3189386478059733,-1.2105180079051834,-1.2116522104819474,-0.006066434859806082,-1.280131809389146,-0.01019707650318978,-1.5093101427841182,49.776643267389936,-0.01730919877124552,0.001785160505804257,0.8270352009980166,1,0.48663625880749284,0
2023-04-19,AAPL,297.83,1.648355259246255,1.6459887217821156,0.1744408544026731,0.17824240082676265,-0.5231927376459118,-0.5191642957264019,0.002436840723512977,0.44657074571559263,-0.0021108356228640205,-0.39385450443747333,61.30408287629486,0.7739606352780907,0.0017559940571377317,0.7886080018512074,1,0.4148270301971714,-1
2023-04-20,AAPL,299.54,1.2407318030307732,1.240613874038465,1.3475026963149266,1.3450843656537617,0.2694219852531333,0.2736917638569413,0.007527699107305028,1.454151959201373,0.003517705785788698,0.3887684704416034,64.44568868980964,0.9666864540297603,0.00217138637405915,0.9082722138683322,1,0.564433523912641,1
2023-04-21,AAPL,299.78,0.14672019822097981,0.14900510788506913,1.7356028798927936,1.7288273459854628,0.7627387625823765,0.7640318221372752,0.006669039671719343,1.2774163616479608,0.004705472289996311,0.5612678372499269,59.320948110185675,0.5859329289659373,0.002535744623363666,1.0065929306670207,0,0.47260731965602837,0
2023-04-24,AAPL,298.59,-0.9021884932720838,-0.902723014544754,0.27375618974792615,0.2774977119099747,0.7176211435627569,0.7192596426521274,0.0010997042868349791,0.17118748630016334,0.0014656904341060189,0.12169048142473973,44.88304093567239,-0.4419391715550668,0.0024734307724831902,0.9528671376623697,0,0.4594622839860538,0
2023-04-25,AAPL,296.3,-1.675947661093889,-1.681682030188351,-1.3943444058719376,-1.3993041598099831,0.1851675576474901,0.18970175728742406,-0.0070641537760381895,-1.4347893931109155,-0.005340879717748947,-0.8107487599040748,39.97395833333336,-0.782952442978147,0.0017834066490113611,0.6819475045564876,1,0.5552472216129012,1
2023-04-26,AAPL,296.63,0.2326389884224813,0.2349653703740162,-1.3266358422167126,-1.3308159720499844,-0.45495811213757886,-0.45081869199501406,-0.0051581658662231055,-1.0379573972502427,-0.00338331591838382,-0.5258396625779959,41.607717041800576,-0.6651206265703115,0.0013106746960815738,0.4937827333648237,0,0.39457726961527484,-1
2023-04-27,AAPL,296.56,-0.030822629004860373,-0.02866595400829617,-0.8386503976523813,-0.8383556879645845,-1.0190546760948225,-1.019004776208657,-0.0034008576075706064,-0.6659364485065785,-0.002948523552886862,-0.4435679971077543,34.361549497847804,-1.1446926479756163,0.0009064955488009274,0.33657719054962576,0,0.3514246588689888,-1
2023-04-28,AAPL,296.23,-0.24137591299311809,-0.23953382363578224,-0.017366487128630186,-0.013429406096178442,-1.175797645912572,-1.1776259555234754,-0.0021289353302206015,-0.4038457961944809,-0.0036928913523112963,-0.5313058614893938,33.803810868031036,-1.1499517731602311,0.0004908748953316542,0.1793312652215854,0,0.37550351975219554,-1
2023-05-01,AAPL,295.61,-0.45297931995914653,-0.45166023442731207,-0.39892017446188127,-0.39611023722193833,-0.9658710269464976,-0.9656276306056276,-0.0022142264046497036,-0.40959456745948836,-0.0055640777221594145,-0.7705680224018391,37.160589604344366,-0.8897545603317192,-6.957693360703494e-06,-0.0031637140226691038,1,0.39137661446685745,-1
2023-05-02,AAPL,295.74,0.14253506973064017,0.14476631751017222,-0.30495843978098325,-0.301799933728228,-0.15114789875469867,-0.1463387943819072,-0.0013979213517291249,-0.2288273423657245,-0.005183647794510906,-0.6918038802083686,36.57008613938909,-0.8997224129905698,-0.0003622796782651899,-0.12814997958844718,1,0.4242615981635948,-1
2023-05-03,AAPL,296.13,0.3476484226185761,0.34985981893727597,0.015420486165479159,0.01935350112546234,-0.10857014872944136,-0.1037866755981064,0.00025670992454086697,0.11660695808161481,-0.0033017962983531227,-0.4057661607715612,40.31872509960149,-0.6157274387366583,-0.0005318843998772818,-0.18113804950829146,1,0.4464416806874379,-1
